Time,ADC1 (V)
18.883994,-9.669056
18.884967,-9.669087
18.885939,-9.668544
18.886912,-9.667994
18.887885,-9.667543
18.888858,-9.667709
18.889831,-9.668391
18.890803,-9.66795
18.891776,-9.667808
18.892749,-9.66767
18.893722,-9.668029
18.894695,-9.669018
18.895667,-9.668769
18.89664,-9.66878
18.897613,-9.668699
18.898586,-9.669148
18.899559,-9.670005
18.900531,-9.670923
18.901504,-9.670223
18.902477,-9.670028
18.90345,-9.669218
18.904423,-9.670414
18.905395,-9.67066
18.906368,-9.670082
18.907341,-9.669458
18.908314,-9.66907
18.909287,-9.669491
18.910259,-9.669567
18.911232,-9.668953
18.912205,-9.667872
18.913178,-9.667881
18.914151,-9.668848
18.915123,-9.66947
18.916096,-9.669087
18.917069,-9.667978
18.918042,-9.668093
18.919015,-9.668655
18.919987,-9.670082
18.92096,-9.669858
18.921933,-9.668113
18.922906,-9.667837
18.923879,-9.669509
18.924851,-9.670658
18.925824,-9.670256
18.926797,-9.669444
18.92777,-9.668928
18.928743,-9.669021
18.929715,-9.670266
18.930688,-9.67075
18.931661,-9.669838
18.932634,-9.668671
18.933607,-9.668905
18.934579,-9.67012
18.935552,-9.670923
18.936525,-9.670054
18.937498,-9.669173
18.938471,-9.669011
18.939443,-9.669998
18.940416,-9.670936
18.941389,-9.671184
18.942362,-9.669955
18.943335,-9.669911
18.944307,-9.670537
18.94528,-9.67126
18.946253,-9.671306
18.947226,-9.670233
18.948199,-9.669742
18.949171,-9.670068
18.950144,-9.670021
18.951117,-9.669846
18.95209,-9.668618
18.953063,-9.667738
18.954035,-9.668141
18.955008,-9.669581
18.955981,-9.669589
18.956954,-9.668985
18.957927,-9.668377
18.958899,-9.668043
18.959872,-9.669189
18.960845,-9.669657
18.961818,-9.669038
18.962791,-9.667779
18.963763,-9.66785
18.964736,-9.668801
18.965709,-9.669477
18.966682,-9.669189
18.967655,-9.668082
18.968627,-9.667545
18.9696,-9.668684
18.970573,-9.669752
18.971546,-9.669728
18.972519,-9.668424
18.973491,-9.668616
18.974464,-9.668638
18.975437,-9.66954
18.97641,-9.669387
18.977383,-9.668629
18.978355,-9.668171
18.979328,-9.668524
18.980301,-9.669328
18.981274,-9.669671
18.982247,-9.669821
18.983219,-9.669352
18.984192,-9.669626
18.985165,-9.67019
18.986138,-9.670221
18.987111,-9.668611
18.988083,-9.667663
18.989056,-9.668
18.990029,-9.669396
18.991002,-9.669036
18.991975,-9.667842
18.992947,-9.666999
18.99392,-9.667709
18.994893,-9.669271
18.995866,-9.669438
18.996839,-9.66878
18.997811,-9.667929
18.998784,-9.668633
18.999757,-9.669503
19.00073,-9.669555
19.001703,-9.669124
19.002675,-9.668039
19.003648,-9.668882
19.004621,-9.669638
19.005594,-9.669409
19.006567,-9.668762
19.007539,-9.667519
19.008512,-9.66759
19.009485,-9.668511
19.010458,-9.669066
19.011431,-9.668745
19.012403,-9.667792
19.013376,-9.667777
19.014349,-9.668765
19.015322,-9.669492
19.016295,-9.669116
19.017267,-9.668069
19.01824,-9.667804
19.019213,-9.668754
19.020186,-9.670078
19.021159,-9.669907
19.022131,-9.669177
19.023104,-9.669478
19.024077,-9.669654
19.02505,-9.671114
19.026023,-9.670984
19.026995,-9.66989
19.027968,-9.669
19.028941,-9.669234
19.029914,-9.670603
19.030887,-9.669605
19.031859,-9.668602
19.032832,-9.667664
19.033805,-9.668296
19.034778,-9.669181
19.035751,-9.669665
19.036723,-9.669241
19.037696,-9.66823
19.038669,-9.66817
19.039642,-9.668958
19.040615,-9.669822
19.041587,-9.669113
19.04256,-9.668186
19.043533,-9.668084
19.044506,-9.668834
19.045479,-9.669473
19.046451,-9.669159
19.047424,-9.668115
19.048397,-9.667783
19.04937,-9.66841
19.050343,-9.669245
19.051315,-9.669283
19.052288,-9.668804
19.053261,-9.668194
19.054234,-9.668758
19.055207,-9.669159
19.056179,-9.669706
19.057152,-9.668996
19.058125,-9.668292
19.059098,-9.668169
19.060071,-9.668773
19.061043,-9.66932
19.062016,-9.669442
19.062989,-9.669748
19.063962,-9.669512
19.064935,-9.669811
19.065907,-9.670143
19.06688,-9.670607
19.067853,-9.669691
19.068826,-9.669988
19.069799,-9.669382
19.070771,-9.671355
19.071744,-9.670009
19.072717,-9.668696
19.07369,-9.668812
19.074663,-9.668842
19.075635,-9.669142
19.076608,-9.669154
19.077581,-9.66888
19.078554,-9.668779
19.079527,-9.668386
19.080499,-9.6689
19.081472,-9.669109
19.082445,-9.668897
19.083418,-9.668853
19.084391,-9.668745
19.085363,-9.668848
19.086336,-9.668909
19.087309,-9.668813
19.088282,-9.668587
19.089255,-9.66876
19.090227,-9.668875
19.0912,-9.669424
19.092173,-9.669455
19.093146,-9.6694
19.094119,-9.66903
19.095091,-9.669952
19.096064,-9.670288
19.097037,-9.66911
19.09801,-9.669255
19.098983,-9.669603
19.099955,-9.669942
19.100928,-9.669699
19.101901,-9.669801
19.102874,-9.669697
19.103847,-9.66904
19.104819,-9.669936
19.105792,-9.670161
19.106765,-9.669699
19.107738,-9.669603
19.108711,-9.669221
19.109683,-9.669106
19.110656,-9.668781
19.111629,-9.668853
19.112602,-9.668777
19.113575,-9.66893
19.114547,-9.669006
19.11552,-9.668856
19.116493,-9.668488
19.117466,-9.668577
19.118439,-9.668888
19.119411,-9.66885
19.120384,-9.669356
19.121357,-9.668867
19.12233,-9.668647
19.123303,-9.668855
19.124275,-9.669104
19.125248,-9.6689
19.126221,-9.668602
19.127194,-9.668321
19.128167,-9.668283
19.129139,-9.668713
19.130112,-9.668856
19.131085,-9.669059
19.132058,-9.668512
19.133031,-9.668296
19.134003,-9.668794
19.134976,-9.668927
19.135949,-9.668998
19.136922,-9.66912
19.137895,-9.669093
19.138867,-9.669249
19.13984,-9.670178
19.140813,-9.670575
19.141786,-9.670082
19.142759,-9.669569
19.143731,-9.669881
19.144704,-9.670254
19.145677,-9.670526
19.14665,-9.670253
19.147623,-9.66881
19.148595,-9.668378
19.149568,-9.669157
19.150541,-9.669752
19.151514,-9.669088
19.152487,-9.668391
19.153459,-9.668385
19.154432,-9.669112
19.155405,-9.669517
19.156378,-9.66957
19.157351,-9.668842
19.158323,-9.668224
19.159296,-9.668707
19.160269,-9.669272
19.161242,-9.669379
19.162215,-9.6691
19.163187,-9.668044
19.16416,-9.668085
19.165133,-9.668782
19.166106,-9.669014
19.167079,-9.668749
19.168051,-9.668172
19.169024,-9.668216
19.169997,-9.668725
19.17097,-9.669898
19.171943,-9.668965
19.172915,-9.668197
19.173888,-9.668141
19.174861,-9.668629
19.175834,-9.669157
19.176807,-9.66888
19.177779,-9.668642
19.178752,-9.668934
19.179725,-9.670115
19.180698,-9.670833
19.181671,-9.670317
19.182643,-9.669602
19.183616,-9.669446
19.184589,-9.669797
19.185562,-9.670941
19.186535,-9.670183
19.187507,-9.668201
19.18848,-9.667285
19.189453,-9.667648
19.190426,-9.668836
19.191399,-9.668741
19.192371,-9.66812
19.193344,-9.667211
19.194317,-9.667616
19.19529,-9.668536
19.196263,-9.669059
19.197235,-9.668381
19.198208,-9.667945
19.199181,-9.66818
19.200154,-9.668792
19.201127,-9.669299
19.202099,-9.669087
19.203072,-9.668382
19.204045,-9.668777
19.205018,-9.668919
19.205991,-9.669568
19.206963,-9.669324
19.207936,-9.668534
19.208909,-9.668212
19.209882,-9.668932
19.210855,-9.669454
19.211827,-9.669361
19.2128,-9.668788
19.213773,-9.668101
19.214746,-9.668392
19.215719,-9.669431
19.216691,-9.669446
19.217664,-9.668761
19.218637,-9.668139
19.21961,-9.668577
19.220583,-9.669866
19.221555,-9.670751
19.222528,-9.670486
19.223501,-9.669443
19.224474,-9.669087
19.225447,-9.669993
19.226419,-9.670731
19.227392,-9.670681
19.228365,-9.669703
19.229338,-9.66831
19.230311,-9.668268
19.231283,-9.668985
19.232256,-9.669217
19.233229,-9.668631
19.234202,-9.668519
19.235175,-9.668453
19.236147,-9.668977
19.23712,-9.669388
19.238093,-9.668984
19.239066,-9.668754
19.240039,-9.668703
19.241011,-9.669086
19.241984,-9.669018
19.242957,-9.668966
19.24393,-9.668463
19.244903,-9.668807
19.245875,-9.66895
19.246848,-9.669102
19.247821,-9.668791
19.248794,-9.668324
19.249767,-9.668235
19.250739,-9.668575
19.251712,-9.668856
19.252685,-9.668916
19.253658,-9.668906
19.254631,-9.668692
19.255603,-9.668647
19.256576,-9.669145
19.257549,-9.669786
19.258522,-9.669823
19.259495,-9.66928
19.260467,-9.669131
19.26144,-9.670371
19.262413,-9.669469
19.263386,-9.668352
19.264359,-9.668735
19.265331,-9.668721
19.266304,-9.668814
19.267277,-9.668484
19.26825,-9.669162
19.269223,-9.667401
19.270195,-9.668743
19.271168,-9.667045
19.272141,-9.666065
19.273114,-9.667408
19.274087,-9.667427
19.275059,-9.666808
19.276032,-9.666588
19.277005,-9.666081
19.277978,-9.666745
19.278951,-9.666922
19.279923,-9.66709
19.280896,-9.666152
19.281869,-9.665979
19.282842,-9.666293
19.283815,-9.666559
19.284787,-9.666972
19.28576,-9.666199
19.286733,-9.668005
19.287706,-9.667117
19.288679,-9.669125
19.289651,-9.669734
19.290624,-9.669051
19.291597,-9.667872
19.29257,-9.66798
19.293543,-9.667744
19.294515,-9.667966
19.295488,-9.668296
19.296461,-9.668512
19.297434,-9.668489
19.298407,-9.668626
19.299379,-9.668927
19.300352,-9.669711
19.301325,-9.670231
19.302298,-9.669997
19.303271,-9.66962
19.304243,-9.669491
19.305216,-9.669524
19.306189,-9.670189
19.307162,-9.669593
19.308135,-9.669226
19.309107,-9.669259
19.31008,-9.668755
19.311053,-9.669246
19.312026,-9.669178
19.312999,-9.668766
19.313971,-9.668631
19.314944,-9.669004
19.315917,-9.669087
19.31689,-9.668879
19.317863,-9.668557
19.318835,-9.668337
19.319808,-9.668671
19.320781,-9.669589
19.321754,-9.669195
19.322727,-9.669041
19.323699,-9.668565
19.324672,-9.668598
19.325645,-9.668886
19.326618,-9.668868
19.327591,-9.668809
19.328563,-9.66802
19.329536,-9.668125
19.330509,-9.668304
19.331482,-9.668735
19.332455,-9.668778
19.333427,-9.668324
19.3344,-9.668052
19.335373,-9.668493
19.336346,-9.668822
19.337319,-9.669197
19.338291,-9.669083
19.339264,-9.668463
19.340237,-9.668839
19.34121,-9.669248
19.342183,-9.669908
19.343155,-9.669948
19.344128,-9.669752
19.345101,-9.670464
19.346074,-9.670267
19.347047,-9.670038
19.348019,-9.670178
19.348992,-9.669388
19.349965,-9.670132
19.350938,-9.669454
19.351911,-9.668771
19.352883,-9.668932
19.353856,-9.668427
19.354829,-9.669071
19.355802,-9.669203
19.356775,-9.669429
19.357747,-9.669145
19.35872,-9.66895
19.359693,-9.669299
19.360666,-9.668793
19.361639,-9.669313
19.362611,-9.668851
19.363584,-9.668438
19.364557,-9.668656
19.36553,-9.668467
19.366503,-9.668086
19.367475,-9.66788
19.368448,-9.668173
19.369421,-9.668357
19.370394,-9.668698
19.371367,-9.668599
19.372339,-9.66815
19.373312,-9.668357
19.374285,-9.669034
19.375258,-9.669573
19.376231,-9.669225
19.377203,-9.668664
19.378176,-9.668703
19.379149,-9.668734
19.380122,-9.668969
19.381095,-9.668742
19.382067,-9.668544
19.38304,-9.668647
19.384013,-9.668492
19.384986,-9.669027
19.385959,-9.668937
19.386931,-9.668766
19.387904,-9.668227
19.388877,-9.668119
19.38985,-9.668133
19.390823,-9.668686
19.391795,-9.668769
19.392768,-9.668565
19.393741,-9.668578
19.394714,-9.668912
19.395687,-9.669305
19.396659,-9.66876
19.397632,-9.669071
19.398605,-9.669524
19.399578,-9.669955
19.400551,-9.669997
19.401523,-9.669993
19.402496,-9.669698
19.403469,-9.668767
19.404442,-9.670017
19.405415,-9.670103
19.406387,-9.669994
19.40736,-9.668692
19.408333,-9.668388
19.409306,-9.668171
19.410279,-9.66874
19.411251,-9.669148
19.412224,-9.669144
19.413197,-9.668635
19.41417,-9.668351
19.415143,-9.668855
19.416115,-9.669605
19.417088,-9.669867
19.418061,-9.669463
19.419034,-9.66854
19.420007,-9.668919
19.420979,-9.669581
19.421952,-9.669876
19.422925,-9.669175
19.423898,-9.668482
19.424871,-9.668076
19.425843,-9.668649
19.426816,-9.669548
19.427789,-9.669286
19.428762,-9.668579
19.429735,-9.668237
19.430707,-9.668375
19.43168,-9.669279
19.432653,-9.669055
19.433626,-9.668733
19.434599,-9.667896
19.435571,-9.668168
19.436544,-9.668893
19.437517,-9.669294
19.43849,-9.668521
19.439463,-9.668102
19.440435,-9.669669
19.441408,-9.670485
19.442381,-9.670812
19.443354,-9.670153
19.444327,-9.669409
19.445299,-9.668851
19.446272,-9.67016
19.447245,-9.670794
19.448218,-9.670146
19.449191,-9.668418
19.450163,-9.668104
19.451136,-9.668882
19.452109,-9.669568
19.453082,-9.669169
19.454055,-9.668222
19.455027,-9.667805
19.456,-9.668848
19.456973,-9.66993
19.457946,-9.66939
19.458919,-9.668447
19.459891,-9.668023
19.460864,-9.668692
19.461837,-9.670124
19.46281,-9.669736
19.463783,-9.668998
19.464755,-9.668231
19.465728,-9.668477
19.466701,-9.669279
19.467674,-9.669703
19.468647,-9.668918
19.469619,-9.667978
19.470592,-9.668214
19.471565,-9.66892
19.472538,-9.669124
19.473511,-9.66923
19.474483,-9.668361
19.475456,-9.668343
19.476429,-9.669013
19.477402,-9.670261
19.478375,-9.669288
19.479347,-9.668758
19.48032,-9.668634
19.481293,-9.669536
19.482266,-9.670332
19.483239,-9.670661
19.484211,-9.669929
19.485184,-9.668797
19.486157,-9.66841
19.48713,-9.670555
19.488103,-9.670595
19.489075,-9.669151
19.490048,-9.669025
19.491021,-9.669669
19.491994,-9.670612
19.492967,-9.670995
19.493939,-9.670533
19.494912,-9.668704
19.495885,-9.669411
19.496858,-9.670239
19.497831,-9.670244
19.498803,-9.669436
19.499776,-9.667987
19.500749,-9.668006
19.501722,-9.668928
19.502695,-9.669753
19.503667,-9.669337
19.50464,-9.668712
19.505613,-9.667965
19.506586,-9.668449
19.507559,-9.669964
19.508531,-9.669862
19.509504,-9.668896
19.510477,-9.668219
19.51145,-9.668274
19.512423,-9.66994
19.513395,-9.669786
19.514368,-9.669879
19.515341,-9.66856
19.516314,-9.668088
19.517287,-9.669155
19.518259,-9.670279
19.519232,-9.670519
19.520205,-9.669335
19.521178,-9.668934
19.522151,-9.669557
19.523123,-9.67018
19.524096,-9.670893
19.525069,-9.669541
19.526042,-9.668875
19.527015,-9.670217
19.527987,-9.671482
19.52896,-9.670807
19.529933,-9.670239
19.530906,-9.66995
19.531879,-9.669612
19.532851,-9.67103
19.533824,-9.670558
19.534797,-9.670046
19.53577,-9.669952
19.536743,-9.668685
19.537715,-9.670594
19.538688,-9.670988
19.539661,-9.67063
19.540634,-9.669882
19.541607,-9.66953
19.542579,-9.669887
19.543552,-9.670781
19.544525,-9.670718
19.545498,-9.669531
19.546471,-9.668092
19.547443,-9.66856
19.548416,-9.66959
19.549389,-9.669768
19.550362,-9.669022
19.551335,-9.668198
19.552307,-9.668737
19.55328,-9.669833
19.554253,-9.670379
19.555226,-9.669356
19.556199,-9.668662
19.557171,-9.668679
19.558144,-9.669433
19.559117,-9.669835
19.56009,-9.669107
19.561063,-9.668309
19.562035,-9.66821
19.563008,-9.668915
19.563981,-9.670017
19.564954,-9.669881
19.565927,-9.669826
19.566899,-9.669539
19.567872,-9.66976
19.568845,-9.670721
19.569818,-9.670251
19.570791,-9.669996
19.571763,-9.669136
19.572736,-9.66954
19.573709,-9.670101
19.574682,-9.669718
19.575655,-9.669119
19.576627,-9.668382
19.5776,-9.66855
19.578573,-9.669128
19.579546,-9.669188
19.580519,-9.669091
19.581491,-9.668724
19.582464,-9.669047
19.583437,-9.6691
19.58441,-9.669279
19.585383,-9.669149
19.586355,-9.668912
19.587328,-9.668224
19.588301,-9.668237
19.589274,-9.668219
19.590247,-9.668782
19.591219,-9.668365
19.592192,-9.668203
19.593165,-9.667988
19.594138,-9.66886
19.595111,-9.669184
19.596083,-9.668812
19.597056,-9.668451
19.598029,-9.668367
19.599002,-9.669169
19.599975,-9.669188
19.600947,-9.669115
19.60192,-9.668564
19.602893,-9.668464
19.603866,-9.669079
19.604839,-9.669064
19.605811,-9.669403
19.606784,-9.669405
19.607757,-9.669692
19.60873,-9.669488
19.609703,-9.669544
19.610675,-9.670488
19.611648,-9.670223
19.612621,-9.66966
19.613594,-9.669514
19.614567,-9.669937
19.615539,-9.669834
19.616512,-9.669047
19.617485,-9.668776
19.618458,-9.668694
19.619431,-9.668925
19.620403,-9.669446
19.621376,-9.669337
19.622349,-9.668842
19.623322,-9.668481
19.624295,-9.66914
19.625267,-9.669225
19.62624,-9.669006
19.627213,-9.668737
19.628186,-9.668406
19.629159,-9.668693
19.630131,-9.66925
19.631104,-9.669245
19.632077,-9.668422
19.63305,-9.668218
19.634023,-9.668598
19.634995,-9.668686
19.635968,-9.669377
19.636941,-9.669358
19.637914,-9.66882
19.638887,-9.668411
19.639859,-9.668644
19.640832,-9.669045
19.641805,-9.669051
19.642778,-9.668532
19.643751,-9.668122
19.644723,-9.668454
19.645696,-9.668688
19.646669,-9.668839
19.647642,-9.669231
19.648615,-9.669734
19.649587,-9.669442
19.65056,-9.67012
19.651533,-9.670115
19.652506,-9.669801
19.653479,-9.668944
19.654451,-9.669976
19.655424,-9.669921
19.656397,-9.670232
19.65737,-9.669745
19.658343,-9.668614
19.659315,-9.668674
19.660288,-9.668737
19.661261,-9.669323
19.662234,-9.668949
19.663207,-9.668648
19.664179,-9.668443
19.665152,-9.668859
19.666125,-9.668999
19.667098,-9.669361
19.668071,-9.669808
19.669043,-9.669924
19.670016,-9.668978
19.670989,-9.670172
19.671962,-9.669377
19.672935,-9.668069
19.673907,-9.667692
19.67488,-9.667794
19.675853,-9.668288
19.676826,-9.668662
19.677799,-9.668869
19.678771,-9.668563
19.679744,-9.668182
19.680717,-9.668666
19.68169,-9.668651
19.682663,-9.669095
19.683635,-9.669174
19.684608,-9.669412
19.685581,-9.669196
19.686554,-9.669503
19.687527,-9.669651
19.688499,-9.669612
19.689472,-9.668946
19.690445,-9.669739
19.691418,-9.670874
19.692391,-9.670976
19.693363,-9.670593
19.694336,-9.670153
19.695309,-9.669925
19.696282,-9.670327
19.697255,-9.670498
19.698227,-9.669738
19.6992,-9.669009
19.700173,-9.668765
19.701146,-9.669321
19.702119,-9.669568
19.703091,-9.669309
19.704064,-9.669344
19.705037,-9.668748
19.70601,-9.669238
19.706983,-9.66941
19.707955,-9.669482
19.708928,-9.668524
19.709901,-9.668379
19.710874,-9.669022
19.711847,-9.669414
19.712819,-9.669576
19.713792,-9.669298
19.714765,-9.66953
19.715738,-9.669739
19.716711,-9.67076
19.717683,-9.669797
19.718656,-9.669144
19.719629,-9.668328
19.720602,-9.668333
19.721575,-9.668843
19.722547,-9.669764
19.72352,-9.669437
19.724493,-9.66867
19.725466,-9.668212
19.726439,-9.668854
19.727411,-9.669695
19.728384,-9.669707
19.729357,-9.669936
19.73033,-9.669689
19.731303,-9.669793
19.732275,-9.671078
19.733248,-9.670692
19.734221,-9.670196
19.735194,-9.669503
19.736167,-9.669766
19.737139,-9.670301
19.738112,-9.671121
19.739085,-9.669697
19.740058,-9.66845
19.741031,-9.668954
19.742003,-9.669255
19.742976,-9.669993
19.743949,-9.669399
19.744922,-9.668486
19.745895,-9.669639
19.746867,-9.670178
19.74784,-9.671202
19.748813,-9.670397
19.749786,-9.668924
19.750759,-9.668331
19.751731,-9.669079
19.752704,-9.669895
19.753677,-9.670347
19.75465,-9.669726
19.755623,-9.6684
19.756595,-9.669056
19.757568,-9.669496
19.758541,-9.669789
19.759514,-9.669054
19.760487,-9.668316
19.761459,-9.668668
19.762432,-9.669919
19.763405,-9.670767
19.764378,-9.669976
19.765351,-9.668689
19.766323,-9.668382
19.767296,-9.668558
19.768269,-9.669364
19.769242,-9.669385
19.770215,-9.668928
19.771187,-9.669421
19.77216,-9.669612
19.773133,-9.670154
19.774106,-9.669953
19.775079,-9.669627
19.776051,-9.669511
19.777024,-9.66989
19.777997,-9.670694
19.77897,-9.670213
19.779943,-9.668936
19.780915,-9.667327
19.781888,-9.666147
19.782861,-9.666958
19.783834,-9.667441
19.784807,-9.667231
19.785779,-9.666118
19.786752,-9.667966
19.787725,-9.66724
19.788698,-9.667614
19.789671,-9.6671
19.790643,-9.666926
19.791616,-9.666874
19.792589,-9.667433
19.793562,-9.669387
19.794535,-9.669222
19.795507,-9.6681
19.79648,-9.667375
19.797453,-9.666109
19.798426,-9.666885
19.799399,-9.667622
19.800371,-9.666483
19.801344,-9.666542
19.802317,-9.665827
19.80329,-9.66848
19.804263,-9.66851
19.805235,-9.66687
19.806208,-9.665588
19.807181,-9.666174
19.808154,-9.666908
19.809127,-9.669703
19.810099,-9.669895
19.811072,-9.6691
19.812045,-9.669826
19.813018,-9.670132
19.813991,-9.670087
19.814963,-9.669742
19.815936,-9.66936
19.816909,-9.669255
19.817882,-9.670089
19.818855,-9.670855
19.819827,-9.670194
19.8208,-9.668936
19.821773,-9.668544
19.822746,-9.668834
19.823719,-9.669703
19.824691,-9.669789
19.825664,-9.670193
19.826637,-9.66941
19.82761,-9.669805
19.828583,-9.669707
19.829555,-9.669725
19.830528,-9.669059
19.831501,-9.668774
19.832474,-9.66861
19.833447,-9.669189
19.834419,-9.669394
19.835392,-9.668932
19.836365,-9.668582
19.837338,-9.669075
19.838311,-9.669163
19.839283,-9.669298
19.840256,-9.670254
19.841229,-9.669943
19.842202,-9.669977
19.843175,-9.669316
19.844147,-9.669038
19.84512,-9.668971
19.846093,-9.668768
19.847066,-9.668325
19.848039,-9.66855
19.849011,-9.668826
19.849984,-9.668696
19.850957,-9.668809
19.85193,-9.669727
19.852903,-9.669872
19.853875,-9.670102
19.854848,-9.670381
19.855821,-9.669541
19.856794,-9.669849
19.857767,-9.669668
19.858739,-9.670592
19.859712,-9.66916
19.860685,-9.668422
19.861658,-9.669487
19.862631,-9.669164
19.863603,-9.668883
19.864576,-9.668829
19.865549,-9.66898
19.866522,-9.669299
19.867495,-9.668915
19.868467,-9.668769
19.86944,-9.66859
19.870413,-9.669415
19.871386,-9.669756
19.872359,-9.66849
19.873331,-9.668457
19.874304,-9.668114
19.875277,-9.668555
19.87625,-9.66916
19.877223,-9.669224
19.878195,-9.668827
19.879168,-9.668589
19.880141,-9.669524
19.881114,-9.670132
19.882087,-9.670217
19.883059,-9.670076
19.884032,-9.669623
19.885005,-9.67004
19.885978,-9.670008
19.886951,-9.670248
19.887923,-9.669347
19.888896,-9.668059
19.889869,-9.668431
19.890842,-9.668319
19.891815,-9.669266
19.892787,-9.668958
19.89376,-9.669261
19.894733,-9.669426
19.895706,-9.670328
19.896679,-9.671188
19.897651,-9.671129
19.898624,-9.670459
19.899597,-9.66918
19.90057,-9.669111
19.901543,-9.669475
19.902515,-9.6696
19.903488,-9.669434
19.904461,-9.668632
19.905434,-9.668619
19.906407,-9.669187
19.907379,-9.669689
19.908352,-9.669103
19.909325,-9.668865
19.910298,-9.66824
19.911271,-9.668316
19.912243,-9.669236
19.913216,-9.66914
19.914189,-9.668868
19.915162,-9.66842
19.916135,-9.667953
19.917107,-9.66879
19.91808,-9.669585
19.919053,-9.669279
19.920026,-9.669083
19.920999,-9.668382
19.921971,-9.668235
19.922944,-9.669381
19.923917,-9.669569
19.92489,-9.669003
19.925863,-9.667843
19.926835,-9.66803
19.927808,-9.668993
19.928781,-9.669758
19.929754,-9.669491
19.930727,-9.667876
19.931699,-9.667793
19.932672,-9.668476
19.933645,-9.669282
19.934618,-9.66996
19.935591,-9.669989
19.936563,-9.669084
19.937536,-9.671175
19.938509,-9.671524
19.939482,-9.671127
19.940455,-9.670014
19.941427,-9.668671
19.9424,-9.669405
19.943373,-9.670534
19.944346,-9.671075
19.945319,-9.670372
19.946291,-9.668117
19.947264,-9.667462
19.948237,-9.668343
19.94921,-9.669907
19.950183,-9.670194
19.951155,-9.668969
19.952128,-9.667485
19.953101,-9.668067
19.954074,-9.669605
19.955047,-9.669911
19.956019,-9.669226
19.956992,-9.668145
19.957965,-9.667888
19.958938,-9.668872
19.959911,-9.670106
19.960883,-9.669762
19.961856,-9.668407
19.962829,-9.667398
19.963802,-9.668249
19.964775,-9.669405
19.965747,-9.670006
19.96672,-9.66897
19.967693,-9.667457
19.968666,-9.667762
19.969639,-9.669284
19.970611,-9.670308
19.971584,-9.669002
19.972557,-9.667884
19.97353,-9.667957
19.974503,-9.669262
19.975475,-9.669981
19.976448,-9.669451
19.977421,-9.668712
19.978394,-9.668785
19.979367,-9.66922
19.980339,-9.6712
19.981312,-9.670619
19.982285,-9.670142
19.983258,-9.668863
19.984231,-9.669463
19.985203,-9.671092
19.986176,-9.670886
19.987149,-9.669475
19.988122,-9.667986
19.989095,-9.668406
19.990067,-9.66995
19.99104,-9.670478
19.992013,-9.669749
19.992986,-9.668141
19.993959,-9.668081
19.994931,-9.669326
19.995904,-9.670465
19.996877,-9.67016
19.99785,-9.6685
19.998823,-9.667811
19.999795,-9.6685
20.000768,-9.669783
20.001741,-9.669948
20.002714,-9.66914
20.003687,-9.668599
20.004659,-9.668617
20.005632,-9.669763
20.006605,-9.669939
20.007578,-9.669253
20.008551,-9.668377
20.009523,-9.668205
20.010496,-9.669297
20.011469,-9.669545
20.012442,-9.669336
20.013415,-9.668451
20.014387,-9.667862
20.01536,-9.668639
20.016333,-9.669062
20.017306,-9.669281
20.018279,-9.669234
20.019251,-9.669491
20.020224,-9.669392
20.021197,-9.67068
20.02217,-9.670686
20.023143,-9.670082
20.024115,-9.669766
20.025088,-9.670068
20.026061,-9.670603
20.027034,-9.670862
20.028007,-9.669454
20.028979,-9.668688
20.029952,-9.668507
20.030925,-9.668451
20.031898,-9.669177
20.032871,-9.669332
20.033843,-9.669274
20.034816,-9.669014
20.035789,-9.668831
20.036762,-9.669401
20.037735,-9.669973
20.038707,-9.669432
20.03968,-9.668835
20.040653,-9.669047
20.041626,-9.669076
20.042599,-9.669558
20.043571,-9.669471
20.044544,-9.669026
20.045517,-9.668453
20.04649,-9.668615
20.047463,-9.669022
20.048435,-9.669369
20.049408,-9.669017
20.050381,-9.668478
20.051354,-9.668608
20.052327,-9.669096
20.053299,-9.669812
20.054272,-9.669425
20.055245,-9.668281
20.056218,-9.668628
20.057191,-9.669259
20.058163,-9.669905
20.059136,-9.670066
20.060109,-9.670054
20.061082,-9.669554
20.062055,-9.670409
20.063027,-9.671177
20.064,-9.670637
20.064973,-9.669826
20.065946,-9.669353
20.066919,-9.670062
20.067891,-9.670931
20.068864,-9.669878
20.069837,-9.669101
20.07081,-9.669051
20.071783,-9.668945
20.072755,-9.669956
20.073728,-9.670257
20.074701,-9.669266
20.075674,-9.668323
20.076647,-9.668613
20.077619,-9.66968
20.078592,-9.669955
20.079565,-9.669393
20.080538,-9.667843
20.081511,-9.667795
20.082483,-9.66918
20.083456,-9.669806
20.084429,-9.669261
20.085402,-9.668055
20.086375,-9.667704
20.087347,-9.669711
20.08832,-9.670935
20.089293,-9.670812
20.090266,-9.66927
20.091239,-9.668684
20.092211,-9.670027
20.093184,-9.67055
20.094157,-9.67109
20.09513,-9.670057
20.096103,-9.669206
20.097075,-9.669309
20.098048,-9.669804
20.099021,-9.670363
20.099994,-9.670155
20.100967,-9.669594
20.101939,-9.669092
20.102912,-9.670071
20.103885,-9.670344
20.104858,-9.669666
20.105831,-9.668955
20.106803,-9.668589
20.107776,-9.670085
20.108749,-9.670874
20.109722,-9.670653
20.110695,-9.670385
20.111667,-9.669648
20.11264,-9.670038
20.113613,-9.669765
20.114586,-9.670407
20.115559,-9.670205
20.116531,-9.669824
20.117504,-9.67
20.118477,-9.669983
20.11945,-9.670478
20.120423,-9.669808
