Time,ADC1 (V)
0.32297,-9.663807
0.323942,-9.664058
0.324915,-9.665494
0.325888,-9.665884
0.326861,-9.665319
0.327834,-9.663544
0.328806,-9.66283
0.329779,-9.663801
0.330752,-9.665189
0.331725,-9.665172
0.332698,-9.66435
0.33367,-9.66313
0.334643,-9.663823
0.335616,-9.665107
0.336589,-9.665759
0.337562,-9.665013
0.338534,-9.66339
0.339507,-9.663265
0.34048,-9.664538
0.341453,-9.665512
0.342426,-9.665697
0.343398,-9.665378
0.344371,-9.664269
0.345344,-9.66463
0.346317,-9.666659
0.34729,-9.667205
0.348262,-9.666371
0.349235,-9.663666
0.350208,-9.664173
0.351181,-9.665532
0.352154,-9.66661
0.353126,-9.6654
0.354099,-9.663525
0.355072,-9.663541
0.356045,-9.664502
0.357018,-9.666768
0.35799,-9.666535
0.358963,-9.664589
0.359936,-9.663768
0.360909,-9.664174
0.361882,-9.666332
0.362854,-9.667118
0.363827,-9.664935
0.3648,-9.663028
0.365773,-9.663532
0.366746,-9.665543
0.367718,-9.66641
0.368691,-9.665308
0.369664,-9.663526
0.370637,-9.663488
0.37161,-9.665081
0.372582,-9.666489
0.373555,-9.665947
0.374528,-9.664225
0.375501,-9.662929
0.376474,-9.66439
0.377446,-9.665784
0.378419,-9.666327
0.379392,-9.665773
0.380365,-9.663316
0.381338,-9.663426
0.38231,-9.665101
0.383283,-9.665936
0.384256,-9.664448
0.385229,-9.662603
0.386202,-9.662846
0.387174,-9.664554
0.388147,-9.664023
0.38912,-9.663399
0.390093,-9.661338
0.391066,-9.661445
0.392038,-9.662365
0.393011,-9.663847
0.393984,-9.664896
0.394957,-9.663524
0.39593,-9.662678
0.396902,-9.663246
0.397875,-9.663373
0.398848,-9.664638
0.399821,-9.662627
0.400794,-9.661309
0.401766,-9.662337
0.402739,-9.663536
0.403712,-9.665026
0.404685,-9.663253
0.405658,-9.660523
0.40663,-9.660864
0.407603,-9.662939
0.408576,-9.66398
0.409549,-9.662641
0.410522,-9.664078
0.411494,-9.664125
0.412467,-9.664446
0.41344,-9.66551
0.414413,-9.664906
0.415386,-9.663761
0.416358,-9.663372
0.417331,-9.664452
0.418304,-9.665264
0.419277,-9.664973
0.42025,-9.664157
0.421222,-9.664058
0.422195,-9.663977
0.423168,-9.664792
0.424141,-9.665132
0.425114,-9.664694
0.426086,-9.664895
0.427059,-9.664553
0.428032,-9.665214
0.429005,-9.666127
0.429978,-9.665407
0.43095,-9.664777
0.431923,-9.665958
0.432896,-9.666162
0.433869,-9.665988
0.434842,-9.66452
0.435814,-9.663932
0.436787,-9.664834
0.43776,-9.665784
0.438733,-9.664887
0.439706,-9.66406
0.440678,-9.663681
0.441651,-9.664593
0.442624,-9.664952
0.443597,-9.664709
0.44457,-9.663688
0.445542,-9.663374
0.446515,-9.664361
0.447488,-9.66549
0.448461,-9.665781
0.449434,-9.664334
0.450406,-9.663436
0.451379,-9.663996
0.452352,-9.665253
0.453325,-9.665316
0.454298,-9.663953
0.45527,-9.662961
0.456243,-9.663319
0.457216,-9.664846
0.458189,-9.665335
0.459162,-9.663615
0.460134,-9.662815
0.461107,-9.662758
0.46208,-9.664574
0.463053,-9.665335
0.464026,-9.664837
0.464998,-9.663751
0.465971,-9.663846
0.466944,-9.665891
0.467917,-9.666516
0.46889,-9.666115
0.469862,-9.663702
0.470835,-9.663355
0.471808,-9.664295
0.472781,-9.665431
0.473754,-9.665769
0.474726,-9.664523
0.475699,-9.663557
0.476672,-9.6642
0.477645,-9.665487
0.478618,-9.665453
0.47959,-9.664369
0.480563,-9.663671
0.481536,-9.664275
0.482509,-9.665714
0.483482,-9.665869
0.484454,-9.664458
0.485427,-9.663628
0.4864,-9.664282
0.487373,-9.666045
0.488346,-9.666
0.489318,-9.664762
0.490291,-9.663161
0.491264,-9.663189
0.492237,-9.664009
0.49321,-9.664588
0.494182,-9.664086
0.495155,-9.662994
0.496128,-9.663249
0.497101,-9.664644
0.498074,-9.665319
0.499046,-9.664744
0.500019,-9.663502
0.500992,-9.663554
0.501965,-9.665271
0.502938,-9.666045
0.50391,-9.666179
0.504883,-9.6647
0.505856,-9.663206
0.506829,-9.663187
0.507802,-9.664458
0.508774,-9.663944
0.509747,-9.663349
0.51072,-9.663043
0.511693,-9.663929
0.512666,-9.664671
0.513638,-9.665078
0.514611,-9.663869
0.515584,-9.663122
0.516557,-9.663744
0.51753,-9.66513
0.518502,-9.665422
0.519475,-9.664473
0.520448,-9.663944
0.521421,-9.663611
0.522394,-9.664072
0.523366,-9.664288
0.524339,-9.663604
0.525312,-9.662983
0.526285,-9.663591
0.527258,-9.664802
0.52823,-9.664647
0.529203,-9.664352
0.530176,-9.663716
0.531149,-9.664181
0.532122,-9.664933
0.533094,-9.665386
0.534067,-9.664985
0.53504,-9.664273
0.536013,-9.664242
0.536986,-9.665376
0.537958,-9.666595
0.538931,-9.666129
0.539904,-9.664421
0.540877,-9.665113
0.54185,-9.666042
0.542822,-9.665111
0.543795,-9.664612
0.544768,-9.66392
0.545741,-9.663712
0.546714,-9.664218
0.547686,-9.664885
0.548659,-9.664722
0.549632,-9.663668
0.550605,-9.663463
0.551578,-9.664105
0.55255,-9.665739
0.553523,-9.665755
0.554496,-9.664682
0.555469,-9.664071
0.556442,-9.66428
0.557414,-9.665314
0.558387,-9.665619
0.55936,-9.664653
0.560333,-9.663708
0.561306,-9.66404
0.562278,-9.664906
0.563251,-9.66529
0.564224,-9.664866
0.565197,-9.664075
0.56617,-9.664576
0.567142,-9.665698
0.568115,-9.666238
0.569088,-9.665111
0.570061,-9.664392
0.571034,-9.66492
0.572006,-9.665119
0.572979,-9.66548
0.573952,-9.665072
0.574925,-9.665274
0.575898,-9.665406
0.57687,-9.665194
0.577843,-9.665359
0.578816,-9.664726
0.579789,-9.664147
0.580762,-9.664601
0.581734,-9.664921
0.582707,-9.665066
0.58368,-9.665178
0.584653,-9.66443
0.585626,-9.664466
0.586598,-9.665421
0.587571,-9.66543
0.588544,-9.664846
0.589517,-9.664075
0.59049,-9.664676
0.591462,-9.665441
0.592435,-9.665465
0.593408,-9.664626
0.594381,-9.663901
0.595354,-9.663535
0.596326,-9.664705
0.597299,-9.66523
0.598272,-9.665007
0.599245,-9.664559
0.600218,-9.664016
0.60119,-9.665304
0.602163,-9.666571
0.603136,-9.665661
0.604109,-9.664576
0.605082,-9.664153
0.606054,-9.665103
0.607027,-9.666322
0.608,-9.665651
0.608973,-9.665193
0.609946,-9.664864
0.610918,-9.665903
0.611891,-9.666753
0.612864,-9.667116
0.613837,-9.665554
0.61481,-9.664307
0.615782,-9.665294
0.616755,-9.665865
0.617728,-9.666069
0.618701,-9.664471
0.619674,-9.663598
0.620646,-9.664943
0.621619,-9.665721
0.622592,-9.666163
0.623565,-9.665127
0.624538,-9.664049
0.62551,-9.664094
0.626483,-9.665564
0.627456,-9.666188
0.628429,-9.665214
0.629402,-9.663573
0.630374,-9.66358
0.631347,-9.665316
0.63232,-9.665861
0.633293,-9.665415
0.634266,-9.664405
0.635238,-9.663294
0.636211,-9.664298
0.637184,-9.666482
0.638157,-9.666146
0.63913,-9.664825
0.640102,-9.663662
0.641075,-9.664253
0.642048,-9.665213
0.643021,-9.665362
0.643994,-9.664396
0.644966,-9.663578
0.645939,-9.664952
0.646912,-9.665195
0.647885,-9.666732
0.648858,-9.665819
0.64983,-9.664967
0.650803,-9.664426
0.651776,-9.665061
0.652749,-9.665323
0.653722,-9.665585
0.654694,-9.665346
0.655667,-9.665319
0.65664,-9.66559
0.657613,-9.66609
0.658586,-9.665457
0.659558,-9.664849
0.660531,-9.664716
0.661504,-9.665331
0.662477,-9.665572
0.66345,-9.664641
0.664422,-9.664422
0.665395,-9.664923
0.666368,-9.665242
0.667341,-9.665167
0.668314,-9.664875
0.669286,-9.665006
0.670259,-9.665221
0.671232,-9.665894
0.672205,-9.665127
0.673178,-9.664422
0.67415,-9.664405
0.675123,-9.664624
0.676096,-9.665452
0.677069,-9.66558
0.678042,-9.66393
0.679014,-9.66402
0.679987,-9.664543
0.68096,-9.665327
0.681933,-9.666428
0.682906,-9.665642
0.683878,-9.664666
0.684851,-9.664503
0.685824,-9.665731
0.686797,-9.66569
0.68777,-9.664888
0.688742,-9.663503
0.689715,-9.664042
0.690688,-9.665538
0.691661,-9.66598
0.692634,-9.665169
0.693606,-9.663553
0.694579,-9.663452
0.695552,-9.664945
0.696525,-9.665644
0.697498,-9.664676
0.69847,-9.663148
0.699443,-9.663547
0.700416,-9.665217
0.701389,-9.666487
0.702362,-9.666586
0.703334,-9.664687
0.704307,-9.664879
0.70528,-9.666041
0.706253,-9.667388
0.707226,-9.666533
0.708198,-9.665209
0.709171,-9.664791
0.710144,-9.664903
0.711117,-9.666536
0.71209,-9.666393
0.713062,-9.665378
0.714035,-9.664538
0.715008,-9.665363
0.715981,-9.66609
0.716954,-9.667617
0.717926,-9.666134
0.718899,-9.665743
0.719872,-9.665091
0.720845,-9.665872
0.721818,-9.666635
0.72279,-9.665924
0.723763,-9.665066
0.724736,-9.665991
0.725709,-9.665457
0.726682,-9.66527
0.727654,-9.664601
0.728627,-9.662945
0.7296,-9.663297
0.730573,-9.664215
0.731546,-9.664946
0.732518,-9.664395
0.733491,-9.66443
0.734464,-9.664435
0.735437,-9.664956
0.73641,-9.665543
0.737382,-9.665187
0.738355,-9.663909
0.739328,-9.663709
0.740301,-9.664764
0.741274,-9.66595
0.742246,-9.664491
0.743219,-9.663977
0.744192,-9.663725
0.745165,-9.664278
0.746138,-9.665163
0.74711,-9.664983
0.748083,-9.664366
0.749056,-9.664568
0.750029,-9.66613
0.751002,-9.667648
0.751974,-9.666201
0.752947,-9.665418
0.75392,-9.66466
0.754893,-9.665014
0.755866,-9.665561
0.756838,-9.665258
0.757811,-9.665445
0.758784,-9.66468
0.759757,-9.665155
0.76073,-9.665268
0.761702,-9.665296
0.762675,-9.664369
0.763648,-9.66402
0.764621,-9.664746
0.765594,-9.665026
0.766566,-9.66501
0.767539,-9.664338
0.768512,-9.66394
0.769485,-9.664399
0.770458,-9.665293
0.77143,-9.664943
0.772403,-9.664528
0.773376,-9.665237
0.774349,-9.665063
0.775322,-9.665449
0.776294,-9.665168
0.777267,-9.664037
0.77824,-9.663757
0.779213,-9.664328
0.780186,-9.665541
0.781158,-9.665766
0.782131,-9.664549
0.783104,-9.663614
0.784077,-9.664087
0.78505,-9.665924
0.786022,-9.666519
0.786995,-9.665429
0.787968,-9.664842
0.788941,-9.66452
0.789914,-9.665516
0.790886,-9.666053
0.791859,-9.66536
0.792832,-9.664138
0.793805,-9.663975
0.794778,-9.664443
0.79575,-9.66498
0.796723,-9.664943
0.797696,-9.664332
0.798669,-9.663885
0.799642,-9.664188
0.800614,-9.664713
0.801587,-9.66506
0.80256,-9.664683
0.803533,-9.664918
0.804506,-9.665126
0.805478,-9.664917
0.806451,-9.665061
0.807424,-9.664366
0.808397,-9.664303
0.80937,-9.664676
0.810342,-9.665543
0.811315,-9.665568
0.812288,-9.665181
0.813261,-9.664275
0.814234,-9.664282
0.815206,-9.665136
0.816179,-9.665366
0.817152,-9.664876
0.818125,-9.66446
0.819098,-9.664321
0.82007,-9.665261
0.821043,-9.666367
0.822016,-9.665838
0.822989,-9.665765
0.823962,-9.665142
0.824934,-9.66571
0.825907,-9.664471
0.82688,-9.664024
0.827853,-9.662895
0.828826,-9.66304
0.829798,-9.663903
0.830771,-9.664391
0.831744,-9.664305
0.832717,-9.663798
0.83369,-9.664034
0.834662,-9.664601
0.835635,-9.664771
0.836608,-9.664899
0.837581,-9.664079
0.838554,-9.664018
0.839526,-9.664495
0.840499,-9.664927
0.841472,-9.664285
0.842445,-9.663597
0.843418,-9.663761
0.84439,-9.66467
0.845363,-9.665003
0.846336,-9.66484
0.847309,-9.664104
0.848282,-9.664124
0.849254,-9.664078
0.850227,-9.664329
0.8512,-9.664235
0.852173,-9.664516
0.853146,-9.664075
0.854118,-9.664301
0.855091,-9.665027
0.856064,-9.665565
0.857037,-9.66545
0.85801,-9.666064
0.858982,-9.666341
0.859955,-9.66554
0.860928,-9.664694
0.861901,-9.663907
0.862874,-9.663869
0.863846,-9.664609
0.864819,-9.665348
0.865792,-9.664654
0.866765,-9.664116
0.867738,-9.664191
0.86871,-9.66461
0.869683,-9.665372
0.870656,-9.665331
0.871629,-9.664903
0.872602,-9.664538
0.873574,-9.665146
0.874547,-9.665939
0.87552,-9.665396
0.876493,-9.664496
0.877466,-9.663996
0.878438,-9.664894
0.879411,-9.665567
0.880384,-9.665498
0.881357,-9.664442
0.88233,-9.663864
0.883302,-9.664356
0.884275,-9.666295
0.885248,-9.666326
0.886221,-9.664746
0.887194,-9.664743
0.888166,-9.6647
0.889139,-9.665476
0.890112,-9.665401
0.891085,-9.665074
0.892058,-9.665007
0.89303,-9.665488
0.894003,-9.665342
0.894976,-9.665403
0.895949,-9.6645
0.896922,-9.663996
0.897894,-9.663986
0.898867,-9.6652
0.89984,-9.665418
0.900813,-9.664814
0.901786,-9.663969
0.902758,-9.664448
0.903731,-9.664049
0.904704,-9.663781
0.905677,-9.661995
0.90665,-9.661083
0.907622,-9.662113
0.908595,-9.664145
0.909568,-9.663551
0.910541,-9.662517
0.911514,-9.661157
0.912486,-9.661389
0.913459,-9.663125
0.914432,-9.66493
0.915405,-9.663377
0.916378,-9.660907
0.91735,-9.661195
0.918323,-9.662725
0.919296,-9.663792
0.920269,-9.66501
0.921242,-9.662158
0.922214,-9.661244
0.923187,-9.662659
0.92416,-9.663866
0.925133,-9.664245
0.926106,-9.663711
0.927078,-9.663325
0.928051,-9.6645
0.929024,-9.663663
0.929997,-9.665413
0.93097,-9.664353
0.931942,-9.663839
0.932915,-9.664917
0.933888,-9.666085
0.934861,-9.665615
0.935834,-9.664369
0.936806,-9.663613
0.937779,-9.664205
0.938752,-9.666115
0.939725,-9.666006
0.940698,-9.665098
0.94167,-9.664067
0.942643,-9.664196
0.943616,-9.666046
0.944589,-9.666463
0.945562,-9.665178
0.946534,-9.663257
0.947507,-9.663155
0.94848,-9.664777
0.949453,-9.665805
0.950426,-9.665306
0.951398,-9.663483
0.952371,-9.663145
0.953344,-9.664556
0.954317,-9.666448
0.95529,-9.665665
0.956262,-9.664009
0.957235,-9.663202
0.958208,-9.663936
0.959181,-9.665584
0.960154,-9.665965
0.961126,-9.664376
0.962099,-9.663074
0.963072,-9.663982
0.964045,-9.665736
0.965018,-9.666248
0.96599,-9.665509
0.966963,-9.663837
0.967936,-9.663985
0.968909,-9.665235
0.969882,-9.665764
0.970854,-9.664855
0.971827,-9.663585
0.9728,-9.663648
0.973773,-9.66487
0.974746,-9.66609
0.975718,-9.665543
0.976691,-9.664842
0.977664,-9.664251
0.978637,-9.664866
0.97961,-9.665415
0.980582,-9.665857
0.981555,-9.66554
0.982528,-9.664992
0.983501,-9.664646
0.984474,-9.66479
0.985446,-9.664869
0.986419,-9.664907
0.987392,-9.665312
0.988365,-9.664805
0.989338,-9.664795
0.99031,-9.664627
0.991283,-9.664882
0.992256,-9.665646
0.993229,-9.665649
0.994202,-9.665149
0.995174,-9.664455
0.996147,-9.664207
0.99712,-9.665312
0.998093,-9.666412
0.999066,-9.666659
1.000038,-9.665908
1.001011,-9.664417
1.001984,-9.664542
1.002957,-9.665282
1.00393,-9.66561
1.004902,-9.664209
1.005875,-9.663979
1.006848,-9.664183
1.007821,-9.665676
1.008794,-9.66538
1.009766,-9.663948
1.010739,-9.664018
1.011712,-9.664335
1.012685,-9.665023
1.013658,-9.665448
1.01463,-9.664944
1.015603,-9.664454
1.016576,-9.664541
1.017549,-9.665176
1.018522,-9.66518
1.019494,-9.664689
1.020467,-9.664546
1.02144,-9.665098
1.022413,-9.665924
1.023386,-9.66564
1.024358,-9.664624
1.025331,-9.663944
1.026304,-9.664456
1.027277,-9.665393
1.02825,-9.665343
1.029222,-9.664479
1.030195,-9.663552
1.031168,-9.664253
1.032141,-9.666183
1.033114,-9.666185
1.034086,-9.665211
1.035059,-9.663951
1.036032,-9.664279
1.037005,-9.665261
1.037978,-9.665833
1.03895,-9.664729
1.039923,-9.663734
1.040896,-9.664707
1.041869,-9.665791
1.042842,-9.666028
1.043814,-9.66454
1.044787,-9.663478
1.04576,-9.664154
1.046733,-9.665768
1.047706,-9.666737
1.048678,-9.665109
1.049651,-9.66363
1.050624,-9.663916
1.051597,-9.665548
1.05257,-9.666491
1.053542,-9.665391
1.054515,-9.663299
1.055488,-9.663134
1.056461,-9.664629
1.057434,-9.666579
1.058406,-9.665935
1.059379,-9.663926
1.060352,-9.663387
1.061325,-9.664783
1.062298,-9.666204
1.06327,-9.665702
1.064243,-9.664495
1.065216,-9.663024
1.066189,-9.664081
1.067162,-9.666137
1.068134,-9.667732
1.069107,-9.666434
1.07008,-9.66392
1.071053,-9.66431
1.072026,-9.665344
1.072998,-9.666003
1.073971,-9.665491
1.074944,-9.66385
1.075917,-9.664023
1.07689,-9.664542
1.077862,-9.66529
1.078835,-9.665159
1.079808,-9.663912
1.080781,-9.66343
1.081754,-9.663931
1.082726,-9.664837
1.083699,-9.664914
1.084672,-9.664352
1.085645,-9.664798
1.086618,-9.663979
1.08759,-9.66636
1.088563,-9.667117
1.089536,-9.666527
1.090509,-9.665086
1.091482,-9.665551
1.092454,-9.666674
1.093427,-9.665938
1.0944,-9.666028
1.095373,-9.665584
1.096346,-9.665384
1.097318,-9.665489
1.098291,-9.66653
1.099264,-9.665986
1.100237,-9.664962
1.10121,-9.664631
1.102182,-9.666057
1.103155,-9.665536
1.104128,-9.665555
1.105101,-9.66451
1.106074,-9.665727
1.107046,-9.666403
1.108019,-9.66711
1.108992,-9.665904
1.109965,-9.664903
1.110938,-9.66478
1.11191,-9.66517
1.112883,-9.665743
1.113856,-9.665954
1.114829,-9.665192
1.115802,-9.664794
1.116774,-9.665114
1.117747,-9.665892
1.11872,-9.665808
1.119693,-9.665205
1.120666,-9.664996
1.121638,-9.664499
1.122611,-9.665498
1.123584,-9.665751
1.124557,-9.665887
1.12553,-9.664496
1.126502,-9.664364
1.127475,-9.664489
1.128448,-9.664926
1.129421,-9.664789
1.130394,-9.663996
1.131366,-9.663879
1.132339,-9.664925
1.133312,-9.664912
1.134285,-9.665265
1.135258,-9.664444
1.13623,-9.663607
1.137203,-9.664312
1.138176,-9.664854
1.139149,-9.665776
1.140122,-9.666272
1.141094,-9.666173
1.142067,-9.665678
1.14304,-9.665188
1.144013,-9.665506
1.144986,-9.665412
1.145958,-9.664882
1.146931,-9.664284
1.147904,-9.664476
1.148877,-9.665304
1.14985,-9.665584
1.150822,-9.665359
1.151795,-9.664702
1.152768,-9.664609
1.153741,-9.664939
1.154714,-9.664866
1.155686,-9.66465
1.156659,-9.664105
1.157632,-9.664491
1.158605,-9.664405
1.159578,-9.664945
1.16055,-9.664849
1.161523,-9.665013
1.162496,-9.664764
1.163469,-9.664576
1.164442,-9.665301
1.165414,-9.665572
1.166387,-9.665644
1.16736,-9.665142
1.168333,-9.664571
1.169306,-9.664478
1.170278,-9.665069
1.171251,-9.665324
1.172224,-9.66484
1.173197,-9.664208
1.17417,-9.664272
1.175142,-9.665365
1.176115,-9.666559
1.177088,-9.666155
1.178061,-9.665451
1.179034,-9.664633
1.180006,-9.664446
1.180979,-9.664504
1.181952,-9.664974
1.182925,-9.66474
1.183898,-9.664161
1.18487,-9.663671
1.185843,-9.664026
1.186816,-9.665511
1.187789,-9.66578
1.188762,-9.664847
1.189734,-9.663915
1.190707,-9.663487
1.19168,-9.664269
1.192653,-9.665277
1.193626,-9.665545
1.194598,-9.664621
1.195571,-9.663496
1.196544,-9.664352
1.197517,-9.665886
1.19849,-9.666427
1.199462,-9.665269
1.200435,-9.664022
1.201408,-9.664023
1.202381,-9.665484
1.203354,-9.666846
1.204326,-9.66558
1.205299,-9.663791
1.206272,-9.663117
1.207245,-9.664634
1.208218,-9.666383
1.20919,-9.665971
1.210163,-9.665014
1.211136,-9.664017
1.212109,-9.66457
1.213082,-9.666016
1.214054,-9.665939
1.215027,-9.664258
1.216,-9.66279
1.216973,-9.663629
1.217946,-9.665775
1.218918,-9.666263
1.219891,-9.664674
1.220864,-9.662991
1.221837,-9.663435
1.22281,-9.665542
1.223782,-9.66657
1.224755,-9.666192
1.225728,-9.663961
1.226701,-9.6635
1.227674,-9.664809
1.228646,-9.666416
1.229619,-9.665808
1.230592,-9.663729
1.231565,-9.663152
1.232538,-9.664633
1.23351,-9.666444
1.234483,-9.665907
1.235456,-9.66361
